samples,run,position,chosen_char,correct_char,chosen_score_ns,second_char,second_score_ns,gap_ns,was_correct,partial_guess
201,97,2,n,n,415662,m,281550,134112,1.4763345764517848,true,r4n
201,97,3,d,d,543425,B,506017,37408,1.0739263700626658,true,r4nd
201,97,4,o,o,682411,3,589158,93253,1.1582818191384994,true,r4ndo
201,97,5,m,m,813034,O,693804,119230,1.1718496866550208,true,r4ndom
201,97,6,P,P,975754,O,860550,115204,1.1338725233862066,true,r4ndomP
201,97,7,@,@,1105902,f,972104,133798,1.1376375367244658,true,r4ndomP@
201,97,8,s,s,1202926,R,1124197,78729,1.070031320133393,true,r4ndomP@s
201,97,9,s,s,1403821,g,1272710,131111,1.1030171838046374,true,r4ndomP@ss
201,98,0,r,r,138476,b,20,138456,6923.8,true,r
201,98,1,4,4,275679,J,141843,133836,1.9435502633193038,true,r4
201,98,2,n,n,414717,z,287311,127406,1.443442819801539,true,r4n
201,98,3,d,d,553817,b,432270,121547,1.2811830568857427,true,r4nd
201,98,4,o,o,680370,8,558374,121996,1.218484385017927,true,r4ndo
201,98,5,m,m,859168,g,823988,35180,1.042694796526163,true,r4ndom
201,98,6,P,P,960278,1,832887,127391,1.152951120620204,true,r4ndomP
201,98,7,@,@,1087154,9,969893,117261,1.1209009653642206,true,r4ndomP@
201,98,8,L,s,1439768,K,1391972,47796,1.0343368975812732,false,r4ndomP@L
201,98,9,^,s,1130767,&,1117278,13489,1.0120730919251968,false,r4ndomP@L^
201,99,0,r,r,138706,1,20,138686,6935.3,true,r
201,99,1,4,4,277137,J,141790,135347,1.9545595599125467,true,r4
201,99,2,n,n,409730,e,278127,131603,1.473175923229316,true,r4n
201,99,3,d,d,543053,9,417842,125211,1.299661115924201,true,r4nd
201,99,4,o,o,685549,Z,556092,129457,1.2327978104342447,true,r4ndo
201,99,5,m,m,804271,@,717923,86348,1.1202747369843284,true,r4ndom
201,99,6,P,P,960797,g,861565,99232,1.1151764521539291,true,r4ndomP
201,99,7,y,@,1381893,x,1220369,161524,1.1323566888375565,false,r4ndomPy
201,99,8,M,s,1024462,J,1014576,9886,1.0097439718660801,false,r4ndomPyM
201,99,9,p,s,1008612,r,1006311,2301,1.002286569460137,false,r4ndomPyMp
201,100,0,r,r,141785,c,21,141764,6751.666666666667,true,r
201,100,1,4,4,279497,I,146429,133068,1.908754413401717,true,r4
201,100,2,n,n,429829,B,287848,141981,1.4932499096745504,true,r4n
201,100,3,d,d,553688,a,432986,120702,1.2787665190098525,true,r4nd
201,100,4,F,o,982862,o,761519,221343,1.2906598522164254,false,r4ndF
201,100,5,l,m,673895,g,646876,27019,1.0417684378458931,false,r4ndFl
201,100,6,p,P,704120,o,660073,44047,1.0667304979903738,false,r4ndFlp
201,100,7,u,@,661661,v,658840,2821,1.0042817679558012,false,r4ndFlpu
201,100,8,z,s,1075501,A,730884,344617,1.4715071064628586,false,r4ndFlpuz
201,100,9,h,s,692846,N,679793,13053,1.0192014333775135,false,r4ndFlpuzh
201,101,0,r,r,165625,H,25,165600,6625,true,r
201,101,1,4,4,314011,B,181326,132685,1.7317483427638618,true,r4
201,101,2,n,n,470110,3,350946,119164,1.3395508140853578,true,r4n
201,101,3,d,d,625961,1,534698,91263,1.1706813939831455,true,r4nd
201,101,4,o,o,682369,b,556697,125672,1.2257457827148341,true,r4ndo
201,101,5,m,m,826444,4,701142,125302,1.178711302418055,true,r4ndom
201,101,6,P,P,985578,7,846272,139306,1.1646113779021403,true,r4ndomP
201,101,7,@,@,1101970,w,970288,131682,1.135714344606962,true,r4ndomP@
201,101,8,*,s,1355802,&,1282814,72988,1.0568967909611213,false,r4ndomP@*
201,101,9,a,s,1405983,b,1314334,91649,1.0697303729493417,false,r4ndomP@*a
201,102,0,r,r,138533,0,20,138513,6926.65,true,r
201,102,1,4,4,276532,J,143053,133479,1.9330737558806876,true,r4
201,102,2,n,n,414688,^,279180,135508,1.4853786087828642,true,r4n
201,102,3,d,d,552122,J,417586,134536,1.3221755518623708,true,r4nd
201,102,4,o,o,680306,N,556260,124046,1.2230000359544098,true,r4ndo
201,102,5,m,m,831756,5,692833,138923,1.200514409677368,true,r4ndom
201,102,6,j,P,1060120,k,1039481,20639,1.0198551007666325,false,r4ndomj
201,102,7,2,@,860382,^,853483,6899,1.008083347881563,false,r4ndomj2
201,102,8,g,s,861522,j,860334,1188,1.0013808590617133,false,r4ndomj2g
201,102,9,g,s,833422,6,830508,2914,1.0035086958825201,false,r4ndomj2gg
201,103,0,r,r,138029,m,20,138009,6901.45,true,r
201,103,1,4,4,276704,P,139996,136708,1.976513614674705,true,r4
201,103,2,n,n,412632,P,279143,133489,1.4782100930347528,true,r4n
201,103,3,d,d,573352,b,434560,138792,1.3193851251840942,true,r4nd
201,103,4,o,o,689406,R,555692,133714,1.2406261022292926,true,r4ndo
201,103,5,m,m,822681,a,695615,127066,1.1826671362750947,true,r4ndom
201,103,6,P,P,968245,&,909062,59183,1.065103370287175,true,r4ndomP
201,103,7,@,@,1105143,a,1047650,57493,1.054878060420942,true,r4ndomP@
201,103,8,s,s,1237340,6,1127446,109894,1.0974716305703334,true,r4ndomP@s
201,103,9,N,s,1524633,M,1513778,10855,1.0071708004740458,false,r4ndomP@sN
201,104,0,r,r,140027,m,20,140007,7001.35,true,r
201,104,1,4,4,276321,J,144919,131402,1.9067272062324472,true,r4
201,104,2,n,n,421253,g,283067,138186,1.4881741778448212,true,r4n
201,104,3,d,d,562326,a,424510,137816,1.324647240347695,true,r4nd
201,104,4,o,o,680794,N,581539,99255,1.1706764292678564,true,r4ndo
201,104,5,m,m,825600,i,732283,93317,1.1274329733176927,true,r4ndom
201,104,6,P,P,964663,b,849687,114976,1.1353157103733493,true,r4ndomP
201,104,7,@,@,1126864,b,1018549,108315,1.1063424538240183,true,r4ndomP@
201,104,8,s,s,1288395,n,1257080,31315,1.0249109046361409,true,r4ndomP@s
201,104,9,s,s,1412523,#,1331830,80693,1.0605880630410789,true,r4ndomP@ss
201,105,0,r,r,134994,v,29,134965,4654.9655172413795,true,r
201,105,1,4,4,272095,J,142472,129623,1.9098138581616038,true,r4
201,105,2,n,n,415453,@,286639,128814,1.4493945345888033,true,r4n
201,105,3,d,d,548066,*,434363,113703,1.2617695337770483,true,r4nd
201,105,4,o,o,706943,h,580003,126940,1.2188609369261882,true,r4ndo
201,105,5,m,m,841097,j,704765,136332,1.1934432044724128,true,r4ndom
201,105,6,P,P,945229,&,847327,97902,1.115542169670033,true,r4ndomP
201,105,7,@,@,1124410,j,1030086,94324,1.0915690534576725,true,r4ndomP@
201,105,8,s,s,1235290,p,1154819,80471,1.0696827814575272,true,r4ndomP@s
201,105,9,K,s,1634362,L,1595192,39170,1.024555037888856,false,r4ndomP@sK
201,106,0,r,r,137479,Z,39,137440,3525.102564102564,true,r
201,106,1,4,4,274404,J,142699,131705,1.9229567130813812,true,r4
201,106,2,n,n,419019,2,282685,136334,1.4822823991368483,true,r4n
201,106,3,d,d,560147,7,422791,137356,1.3248791956309383,true,r4nd
201,106,4,o,o,712313,j,577410,134903,1.2336346789975927,true,r4ndo
201,106,5,m,m,837128,D,735428,101700,1.1382868207356804,true,r4ndom
201,106,6,P,P,972909,E,884755,88154,1.0996366225678296,true,r4ndomP
201,106,7,@,@,1118883,u,1012845,106038,1.1046932156450395,true,r4ndomP@
201,106,8,s,s,1239542,e,1160354,79188,1.0682446908443457,true,r4ndomP@s
201,106,9,s,s,1403497,b,1314001,89496,1.0681095372073537,true,r4ndomP@ss
201,107,0,r,r,135043,V,41,135002,3293.731707317073,true,r
201,107,1,4,4,272614,J,144368,128246,1.8883270530865566,true,r4
201,107,2,n,n,411629,@,281155,130474,1.4640643061656382,true,r4n
201,107,3,d,d,551949,N,437819,114130,1.2606784995626046,true,r4nd
201,107,4,o,o,701651,D,603362,98289,1.16290220464663,true,r4ndo
201,107,5,&,m,838502,m,830222,8280,1.0099732360742066,false,r4ndo&
201,107,6,b,P,809139,c,771170,37969,1.0492355771101054,false,r4ndo&b
201,107,7,!,@,707007,h,705986,1021,1.0014462043156662,false,r4ndo&b!
201,107,8,h,s,710029,f,699437,10592,1.0151436083592946,false,r4ndo&b!h
201,107,9,2,s,728673,4,706210,22463,1.0318078192039195,false,r4ndo&b!h2
201,108,0,r,r,138859,I,34,138825,4084.0882352941176,true,r
201,108,1,4,4,269244,J,141564,127680,1.901924218021531,true,r4
201,108,2,n,n,410307,j,281517,128790,1.4574856935815599,true,r4n
201,108,3,d,d,550191,b,427596,122595,1.2867075463755508,true,r4nd
201,108,4,o,o,692872,*,563730,129142,1.2290848455821048,true,r4ndo
201,108,5,m,m,820413,k,704029,116384,1.1653113721167736,true,r4ndom
201,108,6,P,P,972047,g,847136,124911,1.1474509405809692,true,r4ndomP
201,108,7,@,@,1118248,r,1015209,103039,1.1014953571136583,true,r4ndomP@
201,108,8,s,s,1257470,l,1154760,102710,1.08894488898126,true,r4ndomP@s
201,108,9,s,s,1372534,*,1314179,58355,1.04440414890209,true,r4ndomP@ss
201,109,0,r,r,143931,S,20,143911,7196.55,true,r
201,109,1,4,4,277049,J,144202,132847,1.9212562932552946,true,r4
201,109,2,n,n,406580,D,281008,125572,1.4468627227694586,true,r4n
201,109,3,d,d,546576,b,427848,118728,1.2775004207101588,true,r4nd
201,109,4,o,o,681676,r,559376,122300,1.218636480649867,true,r4ndo
201,109,5,m,m,820436,*,694237,126199,1.1817808615789709,true,r4ndom
201,109,6,P,P,959819,g,850953,108866,1.1279342102325276,true,r4ndomP
201,109,7,@,@,1092288,f,989700,102588,1.1036556532282509,true,r4ndomP@
201,109,8,T,s,1367850,S,1346096,21754,1.0161608087387526,false,r4ndomP@T
201,109,9,e,s,1136901,f,1118869,18032,1.0161162745593988,false,r4ndomP@Te
201,110,0,r,r,134585,B,41,134544,3282.560975609756,true,r
201,110,1,4,4,269750,J,143796,125954,1.875921444268269,true,r4
201,110,2,n,n,407545,Y,283515,124030,1.437472444138758,true,r4n
201,110,3,d,d,555713,l,419836,135877,1.3236430415686125,true,r4nd
201,110,4,o,o,683712,S,679542,4170,1.0061364860450126,true,r4ndo
201,110,5,m,m,837314,i,710728,126586,1.1781075179252822,true,r4ndom
201,110,6,P,P,975316,g,852580,122736,1.1439583382204603,true,r4ndomP
201,110,7,@,@,1105859,O,1026383,79476,1.077433082971951,true,r4ndomP@
201,110,8,s,s,1241459,c,1120749,120710,1.107704758157268,true,r4ndomP@s
201,110,9,s,s,1373600,9,1326057,47543,1.0358529082837313,true,r4ndomP@ss
201,111,0,r,r,135171,U,34,135137,3975.6176470588234,true,r
201,111,1,4,4,275318,K,141080,134238,1.95150269350723,true,r4
201,111,2,n,n,407446,$,279469,127977,1.457929144198462,true,r4n
201,111,3,d,d,553128,b,425500,127628,1.299948296122209,true,r4nd
201,111,4,V,o,762895,o,718144,44751,1.0623148003742982,false,r4ndV
201,111,5,m,m,565993,h,563152,2841,1.005044819160724,true,r4ndVm
201,111,6,j,P,556959,7,556025,934,1.0016797805854054,false,r4ndVmj
201,111,7,6,@,565822,d,557782,8040,1.0144142335177542,false,r4ndVmj6
201,111,8,j,s,569894,A,564539,5355,1.0094856156970555,false,r4ndVmj6j
201,111,9,j,s,567662,Y,564565,3097,1.005485639386076,false,r4ndVmj6jj
201,112,0,r,r,137825,o,33,137792,4176.515151515152,true,r
201,112,1,4,4,274803,J,145138,129665,1.8933911174192837,true,r4
201,112,2,n,n,414870,M,282870,132000,1.466645455509598,true,r4n
201,112,3,d,d,556666,8,429965,126701,1.2946774737478632,true,r4nd
201,112,4,o,o,693549,L,571561,121988,1.213429537704637,true,r4ndo
201,112,5,m,m,837058,j,702796,134262,1.191039789640237,true,r4ndom
201,112,6,P,P,964478,g,884192,80286,1.0908015453657125,true,r4ndomP
201,112,7,@,@,1109481,N,1027039,82442,1.0802715378870715,true,r4ndomP@
201,112,8,s,s,1250319,1,1173081,77238,1.06584200068026,true,r4ndomP@s
201,112,9,s,s,1390801,1,1330502,60299,1.0453204880563878,true,r4ndomP@ss
201,113,0,r,r,139085,*,41,139044,3392.317073170732,true,r
201,113,1,4,4,271720,J,144751,126969,1.877154561971938,true,r4
201,113,2,n,n,414244,p,282953,131291,1.464002855597926,true,r4n
201,113,3,d,d,554958,a,426818,128140,1.300221640137014,true,r4nd
201,113,4,o,o,699579,K,564517,135062,1.23925231658214,true,r4ndo
201,113,5,*,m,841428,m,836603,4825,1.005767371142585,false,r4ndo*
201,113,6,b,P,897524,a,846751,50773,1.0599621376295982,false,r4ndo*b
201,113,7,h,@,705044,O,703776,1268,1.001801709634884,false,r4ndo*bh
201,113,8,h,s,714878,d,709878,5000,1.007043463806457,false,r4ndo*bhh
201,113,9,S,s,718991,T,713889,5102,1.007146769315678,false,r4ndo*bhhS
201,114,0,r,r,139817,*,19,139798,7358.789473684211,true,r
201,114,1,4,4,280872,J,142512,138360,1.9708656113169418,true,r4
201,114,2,n,n,414743,*,280434,134309,1.4789326543857022,true,r4n
201,114,3,d,d,557666,z,451367,106299,1.2355045893917809,true,r4nd
201,114,4,o,o,685843,M,560714,125129,1.22316011371216,true,r4ndo
201,114,5,m,m,825970,k,709482,116488,1.1641873930557787,true,r4ndom
201,114,6,P,P,968436,V,880006,88430,1.1004879512185144,true,r4ndomP
201,114,7,@,@,1101873,f,989583,112290,1.1134720382221603,true,r4ndomP@
201,114,8,s,s,1241500,e,1122054,119446,1.1064529871111373,true,r4ndomP@s
201,114,9,e,s,1521402,d,1511731,9671,1.0063973021655308,false,r4ndomP@se
201,115,0,r,r,135914,u,35,135879,3883.2571428571428,true,r
201,115,1,4,4,271773,J,141670,130103,1.9183525093527212,true,r4
201,115,2,n,n,414478,J,282069,132409,1.4694206027603176,true,r4n
201,115,3,d,d,549933,9,435619,114314,1.2624173876713367,true,r4nd
201,115,4,o,o,694383,L,564454,129929,1.2301852763909902,true,r4ndo
201,115,5,m,m,832717,8,713595,119122,1.1669322234600858,true,r4ndom
201,115,6,P,P,942714,g,839206,103508,1.1233403955643788,true,r4ndomP
201,115,7,@,@,1102622,f,992366,110256,1.1111041692278856,true,r4ndomP@
201,115,8,s,s,1252808,j,1125168,127640,1.1134408372794107,true,r4ndomP@s
201,115,9,s,s,1383782,e,1276525,107257,1.0840226395879438,true,r4ndomP@ss
201,116,0,r,r,138625,#,41,138584,3381.0975609756097,true,r
201,116,1,4,4,276483,J,142445,134038,1.9409807294043315,true,r4
201,116,2,n,n,418163,Z,281456,136707,1.4857135751236428,true,r4n
201,116,3,d,d,551286,8,426743,124543,1.291845443276164,true,r4nd
201,116,4,o,o,701726,L,564649,137077,1.2427649743468951,true,r4ndo
201,116,5,m,m,828308,a,708899,119409,1.1684428952502401,true,r4ndom
201,116,6,P,P,944886,g,850197,94689,1.1113730111962286,true,r4ndomP
201,116,7,@,@,1116098,Q,986354,129744,1.131538980933823,true,r4ndomP@
201,116,8,s,s,1247750,e,1142630,105120,1.091998284659076,true,r4ndomP@s
201,116,9,s,s,1375862,e,1266051,109811,1.086735052537378,true,r4ndomP@ss
201,117,0,r,r,137774,d,36,137738,3827.0555555555557,true,r
201,117,1,4,4,290848,S,198332,92516,1.4664703628259685,true,r4
201,117,2,n,n,426546,h,315097,111449,1.3536974328540101,true,r4n
201,117,3,d,d,551197,4,424789,126408,1.2975783271224066,true,r4nd
201,117,4,o,o,688990,R,578282,110708,1.1914429292283004,true,r4ndo
201,117,5,m,m,826918,e,711155,115763,1.162781672068677,true,r4ndom
201,117,6,P,P,967291,g,852243,115048,1.1349943619366776,true,r4ndomP
201,117,7,@,@,1108304,f,983644,124660,1.1267328423698004,true,r4ndomP@
201,117,8,M,s,1400476,L,1345910,54566,1.0405420867665742,false,r4ndomP@M
201,117,9,r,s,1128842,e,1127072,1770,1.001570440930127,false,r4ndomP@Mr
201,118,0,r,r,138191,v,40,138151,3454.775,true,r
201,118,1,4,4,276975,J,144708,132267,1.914026867899494,true,r4
201,118,2,n,n,414695,^,279916,134779,1.4814980208348218,true,r4n
201,118,3,d,d,549008,b,425433,123575,1.2904687694654622,true,r4nd
201,118,4,o,o,693132,&,594012,99120,1.166865315852205,true,r4ndo
201,118,5,m,m,827487,&,758686,68801,1.0906844201685546,true,r4ndom
201,118,6,P,P,959833,c,868035,91798,1.1057538002499898,true,r4ndomP
201,118,7,@,@,1106688,f,988582,118106,1.1194701097126996,true,r4ndomP@
201,118,8,s,s,1490028,u,1275288,214740,1.1683854941001561,true,r4ndomP@s
201,118,9,s,s,1379948,1,1270549,109399,1.0861037236659115,true,r4ndomP@ss
201,119,0,r,r,136125,*,41,136084,3320.121951219512,true,r
201,119,1,4,4,271306,J,140259,131047,1.9343215052153515,true,r4
201,119,2,n,n,401885,6,280692,121193,1.4317650663360553,true,r4n
201,119,3,d,d,552669,b,425096,127573,1.3001039765135405,true,r4nd
201,119,4,o,o,687347,B,568039,119308,1.2100348743660208,true,r4ndo
201,119,5,m,m,833962,A,701595,132367,1.188665825725668,true,r4ndom
201,119,6,P,P,969855,g,848763,121092,1.1426688015382387,true,r4ndomP
201,119,7,@,@,1116198,H,998539,117659,1.117831151312067,true,r4ndomP@
201,119,8,s,s,1246535,^,1139981,106554,1.093469978885613,true,r4ndomP@s
201,119,9,s,s,1372426,b,1335194,37232,1.027885086361982,true,r4ndomP@ss
201,120,0,r,r,137876,B,32,137844,4308.625,true,r
201,120,1,4,4,274868,J,144585,130283,1.9010824082719509,true,r4
201,120,2,n,n,412038,5,280429,131609,1.4693130881613528,true,r4n
201,120,3,d,d,555321,a,429592,125729,1.292670720125142,true,r4nd
201,120,4,o,o,696308,M,566041,130267,1.230137039543072,true,r4ndo
201,120,5,m,m,831758,j,710056,121702,1.1713977489099452,true,r4ndom
201,120,6,v,P,1105893,u,1077151,28742,1.0266833526590051,false,r4ndomv
201,120,7,L,@,867491,Q,866506,985,1.0011367491973513,false,r4ndomvL
201,120,8,g,s,849214,O,847201,2013,1.0023760595183433,false,r4ndomvLg
201,120,9,U,s,852723,Q,849343,3380,1.0039795465436225,false,r4ndomvLgU
201,121,0,r,r,139103,C,19,139084,7321.210526315789,true,r
201,121,1,4,4,289296,!,145110,144186,1.9936324167872648,true,r4
201,121,2,n,n,416707,e,290569,126138,1.434106873066294,true,r4n
201,121,3,d,d,556522,7,424489,132033,1.3110398620458952,true,r4nd
201,121,4,o,o,681173,C,564748,116425,1.2061538951886506,true,r4ndo
201,121,5,m,m,834645,j,708896,125749,1.17738709204171,true,r4ndom
201,121,6,P,P,962394,C,844418,117976,1.1397127962691462,true,r4ndomP
201,121,7,@,@,1094572,Y,984266,110306,1.1120692983400828,true,r4ndomP@
201,121,8,s,s,1244505,#,1120964,123541,1.1102096053040063,true,r4ndomP@s
201,121,9,s,s,1360351,k,1297474,62877,1.0484610866961497,true,r4ndomP@ss
201,122,0,r,r,137645,a,20,137625,6882.25,true,r
201,122,1,4,4,272722,J,144487,128235,1.8875192923930872,true,r4
201,122,2,n,n,418172,E,281947,136225,1.4831581822115505,true,r4n
201,122,3,d,d,559101,a,436130,122971,1.2819595074863,true,r4nd
201,122,4,o,o,695244,L,568676,126568,1.2225661009080742,true,r4ndo
201,122,5,m,m,829559,e,703309,126250,1.1795085801546688,true,r4ndom
201,122,6,P,P,967541,g,846847,120694,1.1425216125226871,true,r4ndomP
201,122,7,@,@,1092176,f,983858,108318,1.1100951560082857,true,r4ndomP@
201,122,8,s,s,1231630,J,1188727,42903,1.0360915500362993,true,r4ndomP@s
201,122,9,s,s,1385981,e,1264646,121335,1.095943845155087,true,r4ndomP@ss
201,123,0,r,r,137923,a,34,137889,4056.5588235294117,true,r
201,123,1,4,4,271913,J,142896,129017,1.902873418430187,true,r4
201,123,2,n,n,409732,#,282446,127286,1.4506560546086686,true,r4n
201,123,3,d,d,550927,8,426937,123990,1.2904175557517854,true,r4nd
201,123,4,o,o,685716,&,667297,18419,1.0276024019289762,true,r4ndo
201,123,5,b,m,892911,m,871064,21847,1.0250808206974458,false,r4ndob
201,123,6,h,P,707789,6,703657,4132,1.005872179200946,false,r4ndobh
201,123,7,h,@,713894,&,702699,11195,1.0159314301002278,false,r4ndobhh
201,123,8,3,s,724287,4,717349,6938,1.0096717218536584,false,r4ndobhh3
201,123,9,Y,s,701014,V,700552,462,1.0006594799529513,false,r4ndobhh3Y
201,124,0,r,r,138555,%,33,138522,4198.636363636364,true,r
201,124,1,4,4,274956,K,141367,133589,1.9449800872905274,true,r4
201,124,2,n,n,409434,^,280748,128686,1.4583683588128855,true,r4n
201,124,3,d,d,550732,8,425330,125402,1.2948345990172336,true,r4nd
201,124,4,o,o,689087,M,564459,124628,1.2207919441447475,true,r4ndo
201,124,5,w,m,921980,v,846314,75666,1.089406532327245,false,r4ndow
201,124,6,h,P,704287,j,700971,3316,1.0047305808656848,false,r4ndowh
201,124,7,h,@,707275,U,704874,2401,1.0034062825412768,false,r4ndowhh
201,124,8,h,s,711411,0,704406,7005,1.0099445490242842,false,r4ndowhhh
201,124,9,h,s,706031,R,698726,7305,1.0104547419160015,false,r4ndowhhhh
201,125,0,r,r,140319,W,20,140299,7015.95,true,r
201,125,1,4,4,274722,J,146161,128561,1.8795848413735539,true,r4
201,125,2,n,n,504193,s,380888,123305,1.3237303354266872,true,r4n
201,125,3,d,d,544572,i,437420,107152,1.2449636504960908,true,r4nd
201,125,4,o,o,674699,W,566984,107715,1.189978905930326,true,r4ndo
201,125,5,m,m,816402,h,698962,117440,1.168020579087275,true,r4ndom
201,125,6,P,P,969610,g,834897,134713,1.161352837535648,true,r4ndomP
201,125,7,Y,@,1264892,X,1178773,86119,1.0730581715054552,false,r4ndomPY
201,125,8,E,s,1158473,H,1104110,54363,1.0492369419713616,false,r4ndomPYE
201,125,9,D,s,979413,O,978358,1055,1.0010783373775243,false,r4ndomPYED
201,126,0,r,r,136835,$,41,136794,3337.439024390244,true,r
201,126,1,4,4,275183,J,140220,134963,1.9625089145628298,true,r4
201,126,2,n,n,411398,g,280820,130578,1.464988248700235,true,r4n
201,126,3,d,d,553418,a,423882,129536,1.3055944814830542,true,r4nd
201,126,4,o,o,689084,q,560395,128689,1.2296398076356856,true,r4ndo
201,126,5,m,m,829710,^,705159,124551,1.1766282497989815,true,r4ndom
201,126,6,P,P,968847,g,859621,109226,1.1270629731009363,true,r4ndomP
201,126,7,@,@,1105697,f,988055,117642,1.1190642221333833,true,r4ndomP@
201,126,8,s,s,1240808,w,1196721,44087,1.0368398315062575,true,r4ndomP@s
201,126,9,s,s,1385786,P,1300886,84900,1.065263212917965,true,r4ndomP@ss
201,127,0,r,r,135692,B,30,135662,4523.066666666667,true,r
201,127,1,4,4,281030,M,221245,59785,1.270220795950191,true,r4
201,127,2,n,n,424637,f,313439,111198,1.3547675943325495,true,r4n
201,127,3,d,d,555147,s,427109,128038,1.2997782767396613,true,r4nd
201,127,4,o,o,696410,I,566329,130081,1.2296915750385378,true,r4ndo
201,127,5,m,m,829310,$,756207,73103,1.0966706206104941,true,r4ndom
201,127,6,P,P,970071,6,864728,105343,1.1218221221008224,true,r4ndomP
201,127,7,@,@,1107702,f,991287,116415,1.1174382393797155,true,r4ndomP@
201,127,8,s,s,1235354,g,1127371,107983,1.095783020851166,true,r4ndomP@s
201,127,9,s,s,1402893,e,1265352,137541,1.1086978168920585,true,r4ndomP@ss
201,128,0,r,r,140562,5,20,140542,7028.1,true,r
201,128,1,4,4,277219,j,142745,134474,1.9420575151493922,true,r4
201,128,2,n,n,407929,J,280679,127250,1.4533648758902518,true,r4n
201,128,3,d,d,559407,8,423823,135584,1.3199071310429118,true,r4nd
201,128,4,o,o,688285,@,570612,117673,1.2062224418694314,true,r4ndo
201,128,5,m,m,835923,7,715418,120505,1.168439988929549,true,r4ndom
201,128,6,P,P,968288,g,855019,113269,1.1324754186749066,true,r4ndomP
201,128,7,@,@,1102223,f,998044,104179,1.1043831734873413,true,r4ndomP@
201,128,8,s,s,1249950,n,1125192,124758,1.1108770769788623,true,r4ndomP@s
201,128,9,s,s,1389811,e,1272120,117691,1.0925156431783165,true,r4ndomP@ss
201,129,0,r,r,138259,t,41,138218,3372.170731707317,true,r
201,129,1,4,4,273586,J,147387,126199,1.8562424094390957,true,r4
201,129,2,n,n,416504,X,280920,135584,1.482642745265556,true,r4n
201,129,3,d,d,555279,8,429434,125845,1.293048524336685,true,r4nd
201,129,4,o,o,687003,S,603541,83462,1.1382872083255322,true,r4ndo
201,129,5,m,m,823552,a,711006,112546,1.1582912099194662,true,r4ndom
201,129,6,P,P,972024,g,851384,120640,1.1416986929517117,true,r4ndomP
201,129,7,@,@,1115788,E,988550,127238,1.128711749532143,true,r4ndomP@
201,129,8,s,s,1248603,e,1129517,119086,1.1054309054224063,true,r4ndomP@s
201,129,9,s,s,1386857,e,1265198,121659,1.0961580717010302,true,r4ndomP@ss
201,130,0,r,r,138908,k,40,138868,3472.7,true,r
201,130,1,4,4,272856,J,144067,128789,1.893952119499955,true,r4
201,130,2,n,n,417277,y,286132,131145,1.4583374107055485,true,r4n
201,130,3,d,d,552336,a,431661,120675,1.2795596544510623,true,r4nd
201,130,4,o,o,694931,L,568121,126810,1.2232094923440604,true,r4ndo
201,130,5,m,m,821967,j,712041,109926,1.1543815594888496,true,r4ndom
201,130,6,P,P,967153,%,856958,110195,1.1285885656006478,true,r4ndomP
201,130,7,@,@,1099580,5,974259,125321,1.1286321193850917,true,r4ndomP@
201,130,8,s,s,1243628,e,1133033,110595,1.0976096900972876,true,r4ndomP@s
201,130,9,s,s,1372944,D,1271419,101525,1.079851724726467,true,r4ndomP@ss
201,131,0,r,r,135306,a,39,135267,3469.3846153846152,true,r
201,131,1,4,4,270962,J,138017,132945,1.9632509038741603,true,r4
201,131,2,n,n,407611,0,277297,130314,1.4699437786921603,true,r4n
201,131,3,d,d,549782,8,432273,117509,1.2718397864312598,true,r4nd
201,131,4,o,o,699584,L,577761,121823,1.210853622864818,true,r4ndo
201,131,5,m,m,838424,j,713499,124925,1.1750878417489024,true,r4ndom
201,131,6,P,P,967991,1,846978,121013,1.1428762022154058,true,r4ndomP
201,131,7,@,@,1092172,&,972859,119313,1.1226416161026418,true,r4ndomP@
201,131,8,s,s,1252985,e,1124769,128216,1.1139931843783035,true,r4ndomP@s
201,131,9,s,s,1381237,e,1256837,124400,1.0989786265044712,true,r4ndomP@ss
201,132,0,r,r,136373,A,41,136332,3326.170731707317,true,r
201,132,1,4,4,270882,J,143112,127770,1.8927972497065235,true,r4
201,132,2,n,n,413237,@,281640,131597,1.4672525209487288,true,r4n
201,132,3,d,d,552514,8,426715,125799,1.2948080100301138,true,r4nd
201,132,4,o,o,689444,L,567639,121805,1.214581802871191,true,r4ndo
201,132,5,m,m,826053,L,715947,110106,1.1537907135584058,true,r4ndom
201,132,6,P,P,966848,g,854037,112811,1.1320914667631496,true,r4ndomP
201,132,7,K,@,1150801,N,1111555,39246,1.0353072947357531,false,r4ndomPK
201,132,8,!,s,983542,Z,981257,2285,1.0023286458083867,false,r4ndomPK!
201,132,9,n,s,985109,f,983970,1139,1.001157555616533,false,r4ndomPK!n
201,133,0,r,r,135977,7,38,135939,3578.342105263158,true,r
201,133,1,4,4,272834,J,144106,128728,1.893286886042219,true,r4
201,133,2,n,n,407881,G,282055,125826,1.4461044831681764,true,r4n
201,133,3,d,d,551400,b,428669,122731,1.2863071507386818,true,r4nd
201,133,4,o,o,689672,h,562161,127511,1.2268229208358459,true,r4ndo
201,133,5,m,m,805021,N,701632,103389,1.147355023716136,true,r4ndom
201,133,6,P,P,967036,g,845915,121121,1.1431834167735528,true,r4ndomP
201,133,7,@,@,1093854,f,985331,108523,1.110138623467647,true,r4ndomP@
201,133,8,s,s,1234384,C,1122064,112320,1.1001012419968914,true,r4ndomP@s
